,word,n_w
2859,Stephen,40
2860,Stephenson,4
2861,Stetski,1
2862,Steve,1
2863,Steven,6
2864,Stewart,1
2865,Still,1
2866,Stone,1
2867,Stop,1
2868,Stopped,1
2869,Stopping,1
2870,Story,1
2871,Straight,2
2872,Strategic,1
2873,Strategy,25
2874,Strathcona,1
2875,Street,9
2876,Strengthened,1
2877,Strengthening,3
2878,Stronger,2
2879,Student,6
2880,Students,1
2881,Studies,2
2882,Study,3
2883,Subsidy,2
2884,Subway,5
2885,Successive,2
2886,Such,1
2887,Sudan,4
2888,Sudanese,1
2889,Sudbury,3
2890,Suicide,1
2891,Suites,1
2892,Sukh,3
2893,Summit,2
2894,Sun,3
2895,Sunday,5
2896,Super-Wealth,3
2897,Supplement,3
2898,Supply,1
2899,Support,1
2900,Supporting,2
2901,Supreme,3
2902,Sur,1
2903,Surrey,10
2904,Surrey—Newton,1
2905,Surrounded,1
2906,Survey,1
2907,Sutherland,1
2908,Sven,1
2909,Sweeney,1
2910,Sweeny,1
2911,Sweet,4
2912,Sydney,1
2913,Sylvie,1
2914,Syrian,1
2915,T,2
2916,T6B,1
2917,TAKING,1
2918,TAMILS,1
2919,TAX,1
2920,TBD,1
2921,TD,1
2922,THIS,1
2923,THUNDER,1
2924,TMC,2
2925,TMX,1
2926,TO,11
2927,TOM,1
2928,TORONTO,9
2929,TPP,1
2930,TROIS-RIVIÈRES,2
2931,TRUDEAU,1
2932,TV,5
2933,TVA,6
2934,Tabish,1
2935,Tables,1
2936,Tackle,2
2937,Taggart,2
2938,Taj,2
2939,Take,1
2940,Talbot,4
2941,Talk,2
2942,Talonné,1
2943,Taman,1
2944,Tamara,2
2945,Tamil,3
2946,Tamils,4
2947,Tasha,2
2948,Tasker,1
2949,Tax,126
2950,TaxPharmacareUniversal,1
2951,Taxes,4
2952,Taxing,1
2953,Taxpayer,1
2954,Taylor,4
2955,Teachers,4
2956,Team,17
2957,Tech,1
2958,Technology,1
2959,Teeth,1
2960,Telecom,2
2961,Telecoms,1
2962,Telefilm,2
2963,Telegraph,1
2964,Television,1
2965,Telford,1
2966,Tell,1
2967,Tellier,2
2968,Telus,4
2969,Ten,1
2970,Tens,1
2971,Terrorism,2
2972,Terry,3
2973,Testimony,1
2974,Tewelde,3
2975,Textbook,1
2976,Than,1
2977,Thank,2
2978,Thanks,1
2979,Thanksgiving,8
2980,That,42
2981,The,378
2982,Theatre,1
2983,Their,5
2984,Then,1
2985,Therapy,1
2986,There,27
2987,Theresa,1
2988,These,32
2989,They,42
2990,Thibedeau,2
2991,Thing,1
2992,Things,4
2993,Thinks,1
2994,Third,1
2995,This,110
2996,Thomas,3
2997,Those,2
2998,Thoughts,1
2999,Thout,1
3000,Threatened,1
3001,Threatens,1
3002,Thrives,1
3003,Through,1
3004,Throughout,1
3005,Thunder,12
3006,Thursday,3
3007,Tichatemu,1
3008,Ties,1
3009,Tikatevu,1
3010,Tim,2
3011,Time,6
3012,Timmins-James,1
3013,Timmins—James,6
3014,Tishrei,2
3015,To,36
3016,Today,85
3017,Together,4
3018,Tom,3
3019,Tommy,3
3020,Tomorrow,1
3021,Tonda,1
3022,Tonight,8
3023,Tony,1
3024,Too,5
3025,Toole,2
3026,Tooth,1
3027,Top,1
3028,Topp,1
3029,Tories,2
3030,Toronto,96
3031,Toronto-Danforth,2
3032,Torontonians,4
3033,Torontonians.,1
3034,Toronto—Danforth,1
3035,Tory,10
3036,Total,4
3037,Tour,1
3038,Tova,1
3039,Tovah,4
3040,Towhey,2
3041,Townhall,1
3042,Toyota,2
3043,Tracey,3
3044,Tracks,1
3045,Trade,10
3046,Traffic,1
3047,Train,2
3048,Trans,5
3049,Trans-Mountain,1
3050,Transfer,2
3051,Transit,18
3052,Transition,2
3053,Transitional,1
3054,Translation,1
3055,Transport,2
3056,Transportation,3
3057,Trees,1
3058,Tribunal,1
3059,Tried,1
3060,Trois-Rivières,14
3061,Trudeau,839
3062,Trudeau-NDP,3
3063,Trudeau.,1
3064,Trudeau…,1
3065,True,1
3066,Trump,6
3067,Truth,1
3068,Tsawwassen,3
3069,Tu,1
3070,Tuesday,7
3071,Tunnel,1
3072,Turks,1
3073,Turned,1
3074,Turtle,14
3075,Twitter,67
3076,Two,3
3077,U.N,1
3078,U.S.,2
3079,U.S.-Mexico,1
3080,UBC,2
3081,UN,2
3082,UNDRIP,1
3083,UNESCO,4
3084,UNITED,1
3085,US,1
3086,USW,1
3087,Ukraine,1
3088,Un,1
3089,Unaccomodating,1
3090,Under,23
3091,Understanding,1
3092,Undoing,1
3093,Une,1
3094,Unfortunately,7
3095,Union,3
3096,Unions,1
3097,United,18
3098,Universal,21
3099,University,15
3100,University—Rosedale,3
3101,Université,2
3102,Unlike,8
3103,Unsustainable,1
3104,Up,1
3105,Update,6
3106,Upgrading,1
3107,Upper,1
3108,Ups,3
3109,Urback,2
3110,Urban,3
3111,Usher,1
3112,V,1
3113,V3W,2
3114,V5M,1
3115,V6T,1
3116,VANCOUVER,3
3117,VIA,3
3118,VICE,2
3119,VICTORIA,1
3120,VP,1
3121,Valley,1
3122,Values,2
3123,Valérie,2
3124,Van,1
3125,Vancouver,23
3126,Vante,1
3127,Various,1
3128,Vassy,2
3129,Vastel,1
3130,Vaudreuil—Soulanges,1
3131,Vaughan,12
3132,Vaughn,1
3133,Veniez,1
3134,Verdict,1
3135,Very,1
3136,Veteran,1
3137,Veterans,10
3138,VeteransPolice,1
3139,Via,5
3140,Vice,1
3141,Vice-Admiral,1
3142,Vice-Chair,1
3143,Vice-President,1
3144,Victims,2
3145,Victoria,7
3146,Video,3
3147,Vietnamese,2
3148,Viewmont,1
3149,Ville,1
3150,Villeneuve,2
3151,Vincent,2
3152,Violated,1
3153,Violating,1
3154,Violence,4
3155,Vision,3
3156,Visser,1
3157,Voice,1
3158,Voices,1
3159,Volunteer,5
3160,Volunteers,2
3161,Vote,2
3162,Voting,1
3163,Vous,2
3164,Véhicules,1
3165,Vérif,1
3166,WELLAND,1
3167,WILL,1
3168,WINDSOR,1
3169,WINNIPEG,1
3170,Wabaseemoong,1
3171,Wabigoon,1
3172,Wage,1
3173,Waiting,1
3174,Waldron,1
3175,Walkom,1
3176,Walsh,2
3177,Wants,1
3178,War,2
3179,Was,2
3180,Washington,2
3181,Waterfront,3
3182,Waterloo,4
3183,Watters,1
3184,Wayne,3
3185,We,243
3186,Weak,1
3187,Wealth,1
3188,Wednesday,4
3189,Week,6
3190,Weeks,1
3191,Weighing,1
3192,WelcomeToCanada,1
3193,Well,1
3194,Welland,1
3195,West,12
3196,Westbury,1
3197,Western,3
3198,Weston,7
3199,Wetaskiwin,1
3200,What,19
3201,When,38
3202,Whenever,1
3203,Wherever,1
3204,Wherry,2
3205,Whether,4
3206,While,36
3207,White,3
3208,Who,2
3209,Why,6
3210,Wild,1
3211,Wilfrid,1
3212,Wilkinson,2
3213,Will,11
3214,William,3
3215,Wilson-Raybould,13
3216,Win,1
3217,Windsor,9
3218,Wing,1
3219,Winner,2
3220,Winnipeg,7
3221,Winnipeg.,1
3222,With,32
3223,Without,2
3224,Women,6
3225,Won,7
3226,Wood,3
3227,Woodbine,1
3228,Woods,2
3229,Words,1
3230,Work,1
3231,Workers,3
3232,Working,3
3233,Works,1
3234,World,9
3235,Worried,1
3236,Worse,1
3237,Writer,1
3238,Writing,1
3239,YOU,11
3240,Yafet,2
3241,Yale,1
3242,Year,6
3243,Year-,1
3244,Years,4
3245,Yes,1
3246,Yesterday,5
3247,Yet,8
3248,Yom,11
3249,Yonge,5
3250,Yoon,4
3251,York,13
3252,You,15
3253,Young,7
3254,Your,5
3255,Yours,1
3256,Youth,1
3257,Yuk-Sem,2
3258,Yussuff,1
3259,Yves,3
3260,Yves-François,1
3261,Zhou,1
3262,Zionist,1
3263,[,57
3264,],57
3265,``,63
3266,a.m.,11
3267,abandon,1
3268,abandoned,7
3269,abandoning,1
3270,ability,7
3271,able,24
3272,ably,4
3273,aboard,1
3274,abondamment,1
3275,abortion,30
3276,abortions,4
3277,about.,1
3278,abroad,2
3279,abroad.,1
3280,absence,3
3281,absolutely,6
3282,absolutely.,1
3283,abundant,2
3284,abuse,1
3285,abused,2
3286,abuses,5
3287,accept,2
3288,accepted,1
3289,accepting,5
3290,accepts,1
3291,access,67
3292,access.,2
3293,accessible,8
3294,accessing,1
3295,accommodate,1
3296,accommodating,1
3297,accommodations,1
3298,accompanied,3
3299,accomplie,1
3300,accomplish,1
3301,accomplished,3
3302,accomplishments,1
3303,according,6
3304,accords,2
3305,account,4
3306,accountability,7
3307,accountability.,1
3308,accountable,4
3309,accounted,1
3310,accounts,2
3311,accreditation,2
3312,accredited,1
3313,accroître,1
3314,accurately,1
3315,accused,1
3316,acertain,1
3317,achievable,2
3318,achieve,6
3319,achieved,5
3320,achieved.,1
3321,achievements,3
3322,achieving,1
3323,acknowledge,4
3324,acknowledge.,1
3325,acquiring,1
3326,across,82
3327,act,17
3328,act.Support,1
3329,acted,4
3330,acting,2
3331,action,68
3332,action.,3
3333,actions,13
3334,active,6
3335,activist,2
3336,activists,3
3337,activities,5
3338,activities.Introduce,14
3339,activities.The,1
3340,activity,1
3341,actors,1
3342,acts,7
3343,actually,20
3344,actually.,1
3345,ad,12
3346,adapt,5
3347,adapted,1
3348,add,5
3349,added,39
3350,addiction,2
3351,adding,2
3352,addition,7
3353,additional,18
3354,additionnels,1
3355,address,28
3356,addressed,1
3357,addresses,1
3358,addressing,8
3359,adds,1
3360,adequate,3
3361,adherence,1
3362,adjacent,1
3363,admet-il,1
3364,administered,2
3365,administration,3
3366,administrative,1
3367,admiration,1
3368,admission,3
3369,admissions,1
3370,admit,1
3371,admitted,2
3372,adopt,6
3373,adopted,2
3374,adopting,1
3375,adoption,4
3376,adoption.,1
3377,adoptive,4
3378,ads,10
3379,adult,1
3380,advance,8
3381,advanced,1
3382,advancement,1
3383,advances,2
3384,advancing,1
3385,advantage,3
3386,advantage.,2
3387,adversaire,2
3388,adversaires,3
3389,advertise,1
3390,advertised,23
3391,advertised.,1
3392,advertisements,1
3393,advertiser,1
3394,advertising,4
3395,advice,4
3396,advisor,1
3397,advisories,3
3398,advisors,1
3399,advisory,5
3400,advocate,4
3401,advocated,2
3402,advocates,2
3403,aerospace,4
3404,affaires,1
3405,affairs,1
3406,affect,2
3407,affected,4
3408,affecting,1
3409,affects,2
3410,affiliation,1
3411,affirm,1
3412,affirmait,1
3413,affluent,1
3414,afford,40
3415,afford.,1
3416,affordability,6
3417,affordable,129
3418,affordable.,1
3419,afin,1
3420,afloat,1
3421,afraid,3
3422,after-school,2
3423,afternoon,1
3424,again.,2
3425,age,17
3426,aged,1
3427,agencies,3
3428,agency,1
3429,agenda,3
3430,ages,1
3431,aggressive,1
3432,aging,7
3433,ago,20
3434,agree,4
3435,agreed,2
3436,agreeing,1
3437,agreement,7
3438,agreements,4
3439,agrees,2
3440,agri-food,1
3441,agricultural,4
3442,agriculture,2
3443,ahead,52
3444,ahead.,7
3445,ai,3
3446,aid,11
3447,aide,1
3448,aidé,1
3449,ailleurs,1
3450,aim,2
3451,aimed,2
3452,aiming,1
3453,aims,1
3454,ainsi,2
3455,air,12
3456,aircraft,4
3457,airing,3
3458,airlines,1
3459,airport,2
3460,ajoutent,1
3461,alarmed,1
3462,alike,1
3463,all-expenses-paid,1
3464,all-party,1
3465,all-volunteer.The,1
3466,all.,1
3467,allegations,4
3468,allege,1
3469,alleged,2
3470,aller,1
3471,alleviate,1
3472,alliances,1
3473,allies,4
3474,allocating,1
3475,allocation-based,1
3476,allow,18
3477,allowed,3
3478,allowing,21
3479,allows,2
3480,ally,3
3481,almost,19
3482,alone,12
3483,along,5
3484,alongside,5
3485,already,26
3486,also,118
3487,alternatives,2
3488,altogether,2
3489,aluminum,4
3490,always,31
3491,ambiguity,1
3492,ambitious,9
3493,amend,3
3494,amendments,1
3495,amends,1
3496,ammunition,1
3497,among,7
3498,amongst,2
3499,amortization,1
3500,amount,9
3501,amounts,3
3502,amputer,1
3503,analysis,4
3504,analystes,1
3505,analyzing,1
3506,ancient,1
3507,and/orShut,1
3508,andGiving,1
3509,andThe,1
3510,anemia,1
3511,anglers,3
3512,angry,1
3513,anguish,1
3514,animé,1
3515,anitsemite,1
3516,anniversary,6
3517,annonce,1
3518,annoncent…,1
3519,announce,8
3520,announced,55
3521,announcement,24
3522,announcements,2
3523,announcing,5
3524,annoying,1
3525,annual,6
3526,annually,5
3527,année,1
3528,années,4
3529,another,31
3530,ans,3
3531,answer,5
3532,answer.,1
3533,answered,1
3534,answers,7
3535,anti-Black,1
3536,anti-Indigenous,1
3537,anti-Remembrance,1
3538,anti-Semitism,1
3539,anti-abortion,1
3540,anti-choice,1
3541,anti-immigrant,1
3542,anti-money,1
3543,anti-scab,1
3544,anticipated,1
3545,antisemite,1
3546,antisemitic,4
3547,antisemitism,5
3548,antisemtic,1
3549,anybody,1
3550,anyone,6
3551,anything,5
3552,anyway,1
3553,anywhere,2
3554,apart,3
3555,apartment,5
3556,apologize,1
3557,apologized,1
3558,apology,2
3559,apparent,2
3560,apparently,2
3561,appeal,1
3562,appealing,1
3563,appear,4
3564,appearance,1
3565,appearances,1
3566,appears,2
3567,applaud,1
3568,apple,2
3569,application,3
3570,applications,1
3571,applied,3
3572,applies,2
3573,apply,10
3574,applying,1
3575,appoint,3
3576,appointed,1
3577,appointing,1
3578,appointment,1
3579,appointments,2
3580,appreciate,3
3581,appreciated,1
3582,appreciating,1
3583,appreciation,3
3584,apprend-on,1
3585,apprenticeship,1
3586,approach,14
3587,approaches,1
3588,appropriate,4
3589,appropriations,2
3590,approved,3
3591,approving,1
3592,approximately,2
3593,après,3
3594,aquaculture,1
3595,arbitrary,2
3596,arbitrator,1
3597,archi-faux,1
3598,architectural,1
3599,area,2
3600,areas,7
3601,arguing,2
3602,arise,1
3603,armchair,3
3604,armed,1
3605,around,55
3606,arracher,1
3607,arrest,1
3608,arrested,2
3609,arrive,32
3610,arrive.,1
3611,arrivée,1
3612,artfully,1
3613,article,2
3614,artifacts,1
3615,artists,3
3616,arts,17
3617,ashamed,1
3618,ask,5
3619,asked,16
3620,asking,11
3621,asks,2
3622,aspires,1
3623,assault,14
3624,assembly,1
3625,assert,1
3626,asserted,1
3627,assess,2
3628,assessment,3
3629,assessments,2
3630,asset,1
3631,assets,2
3632,assigned,1
3633,assist,1
3634,assistance,4
3635,associate,1
3636,associated,2
3637,association,1
3638,assumptions,1
3639,assurance,1
3640,assurer,1
3641,astonishing,1
3642,asymmetrical,1
3643,athletesA,1
3644,atone,1
3645,atrocities,3
3646,attach,2
3647,attached,2
3648,attack,4
3649,attacked,1
3650,attacking,5
3651,attacks,5
3652,attacks.,1
3653,attaque,2
3654,attaques,1
3655,atteindre,2
3656,attempt,5
3657,attempted,2
3658,attempts,1
3659,attend,4
3660,attendance,1
3661,attended,3
3662,attending,2
3663,attendu,1
3664,attentes,1
3665,attention,8
3666,attractive,2
3667,au,10
3668,audience,4
3669,audited,1
3670,auditoire,1
3671,audits,3
3672,aura,2
3673,auront,1
3674,aussi,3
3675,austerity,7
3676,austerity-driven,1
3677,authoritarian,2
3678,authorities,1
3679,authority,1
3680,authorization,1
3681,autism,8
3682,autistic,1
3683,auto,6
3684,autochtones,1
3685,automatic,1
3686,autonomy,1
3687,autres,1
3688,aux,2
3689,availability,7
3690,available,19
3691,avait,2
3692,avance,1
3693,avancer,3
3694,avancé,1
3695,avant,2
3696,avantage,1
3697,avec,2
3698,average,46
3699,avertir,1
3700,avid,1
3701,avis,1
3702,avoid,12
3703,avoidance,1
3704,avoided,2
3705,avoiding,1
3706,avoids,1
3707,avoir,5
3708,avortement,6
3709,avortement.,1
3710,awake,1
3711,awarding,1
3712,away,27
3713,axe,1
3714,axed,1
3715,b,1
3716,baby,2
3717,back,98
3718,backbone,1
3719,backed,4
3720,backers,1
3721,background,1
3722,backgrounds,1
3723,backroom,2
3724,backs,4
3725,backward,13
3726,backwards,4
3727,bad,8
3728,bad.,1
3729,badly,5
3730,bag,3
3731,bailed,1
3732,bailing,1
3733,balance,12
3734,balanced,4
3735,balances,1
3736,balancing,1
3737,ballooned,2
3738,ballot,2
3739,ban,17
3740,bank,5
3741,bankers,2
3742,banking,2
3743,bankrupt,1
3744,bankruptcy,2
3745,banks,1
3746,banner,1
3747,banning,4
3748,barbe,1
3749,bargaining,1
3750,barracks,1
3751,barred,1
3752,barrier,3
3753,barriers,10
3754,barriers.To,1
3755,bas.,1
3756,based,6
3757,baseline,1
3758,basement,1
3759,basements,1
3760,basic,8
3761,basics,1
3762,basis,1
3763,bat,1
3764,bath,1
3765,battle,1
3766,battles,1
3767,battu…,1
3768,bear,2
3769,bearing,1
3770,beating,1
3771,beaucoup,1
3772,beautiful,4
3773,beauty,3
3774,became,4
3775,become,8
3776,becomes,2
3777,becoming,3
3778,bed,1
3779,bedroom,1
3780,beds,1
3781,beef,1
3782,before.,1
3783,began,1
3784,begin,8
3785,beginning,14
3786,begins,1
3787,begun,1
3788,behalf,16
3789,behave,1
3790,behavior,1
3791,behaviour,3
3792,behind,15
3793,bel,1
3794,belief,2
3795,beliefs,1
3796,believable,1
3797,believe,20
3798,believed,3
3799,believes,3
3800,belly,1
3801,belong,1
3802,belongs,1
3803,bemoans,1
3804,benches,1
3805,bend,1
3806,bends,2
3807,benefit,23
3808,benefited,1
3809,benefiting,14
3810,benefits,43
3811,bent,1
3812,best,35
3813,bet,1
3814,betrayed,2
3815,better,95
3816,better.,1
3817,beyond,4
3818,bias,2
3819,biased,1
3820,bicycle,1
3821,bidder,1
3822,bidders,3
3823,bids,1
3824,bien,2
3825,big,67
3826,bigger,7
3827,biggest,7
3828,bike,3
3829,bikers,1
3830,bilan,4
3831,bilateral,1
3832,bilingual,2
3833,bill,18
3834,billId=10194193,1
3835,billboards,1
3836,billion,115
3837,billion.A,1
3838,billionaire,3
3839,billions,19
3840,bills,35
3841,birth,1
3842,birthday,1
3843,birthplace,1
3844,bisexual,1
3845,bison,1
3846,bit,3
3847,bitumen,1
3848,blackface,2
3849,blackouts,1
3850,blame,2
3851,blames,1
3852,blaming,2
3853,blasts,1
3854,bleeds,1
3855,blessed,3
3856,blessings,4
3857,blessures,1
3858,blew,1
3859,block,5
3860,blocked,5
3861,blocking,4
3862,blood,5
3863,blow,1
3864,blow.,1
3865,blue-ribbon,1
3866,blueprint,1
3867,board,4
3868,boards,2
3869,body,2
3870,bogus,1
3871,boil-water,2
3872,boiled,1
3873,bold,26
3874,bolster,1
3875,bolstered,1
3876,bombshell,1
3877,books,4
3878,boom,1
3879,boondoggle.,1
3880,boost,10
3881,boosted,5
3882,boosting,7
3883,boosts,1
3884,booted,1
3885,border,9
3886,border.,1
3887,borders,3
3888,borders.Alberta,1
3889,born,1
3890,bosses,1
3891,bottle,1
3892,bottom,5
3893,bought,4
3894,bound,1
3895,bracket,5
3896,bragged,2
3897,branded,3
3898,brave,1
3899,breach,1
3900,breaches,1
3901,breaching,1
3902,break,23
3903,break.,1
3904,breaking,10
3905,breaks,19
3906,breathe,1
3907,bridges,2
3908,briefed,1
3909,brighter,4
3910,bring,37
3911,bringing,10
3912,brings,3
3913,broad,1
3914,broadband,2
3915,broadcast,1
3916,broke,9
3917,broken,7
3918,brought,5
3919,brunt,1
3920,brutal,2
3921,buck,3
3922,bucket.,1
3923,budget,17
3924,budget-balancing,1
3925,budget.,5
3926,budgetary,2
3927,budgets,3
3928,budgets.,1
3929,budgétaire,2
3930,budgétaires,2
3931,build,44
3932,build-out,1
3933,builder,1
3934,building,22
3935,buildings,6
3936,builds,5
3937,built,14
3938,builtand,1
3939,bulk,1
3940,bully,1
3941,bums.,1
3942,bunk,1
3943,burden,9
3944,burning,4
3945,burns,5
3946,bursary,1
3947,bus,1
3948,buses,1
3949,busiest,1
3950,business,40
3951,business.,1
3952,businesses,34
3953,buy,6
3954,buyers,2
3955,buying,14
3956,by-election,1
3957,bypass,1
3958,bypassed,1
3959,c,7
3960,c.9,1
3961,ca,5
3962,cabinet,10
3963,caches,1
3964,cadre,2
3965,cages,1
3966,calculations,1
3967,calendar,2
3968,call,23
3969,called,12
3970,calling,19
3971,calls,6
3972,calm,2
3973,came,6
3974,cameras,1
3975,camp,3
3976,campagne,1
3977,campaign,45
3978,campaign.,1
3979,campaigned,1
3980,campaigner,1
3981,campaigning,3
3982,campaigns,4
3983,camping,2
3984,camps,2
3985,canadienne,1
3986,canadiens,1
3987,cancel,1
3988,cancellation,2
3989,cancelled,2
3990,cancelling,2
3991,candidacy,1
3992,candidate,69
3993,candidates,24
3994,candles,1
3995,cannabis,8
3996,canoes,2
3997,canola,1
3998,cap,7
3999,capabilities,1
4000,capability,1
4001,capacity,2
4002,capital,1
4003,capitalism,2
4004,capitulate,1
4005,capping,1
4006,caps,2
4007,car,5
4008,carbon,35
4009,carbone,1
4010,card,4
4011,carding,1
4012,care,220
4013,career,5
4014,careers,2
4015,careful,1
4016,carefully,1
4017,carley.smith,1
4018,carried,2
4019,carry,6
4020,cars,3
4021,cas-là,1
4022,case,10
4023,cash,1
4024,cashflows,1
4025,casser,1
4026,cast,1
4027,casting,1
4028,casually,1
4029,casualties,1
4030,cat,1
4031,catalogues,1
4032,category,1
4033,cattle,1
4034,caucus,4
4035,caught,1
4036,cause,1
4037,causes,5
4038,caved,1
4039,cavity,2
4040,ce,11
4041,cela,2
4042,celebrate,32
4043,celebrated,5
4044,celebrating,12
4045,celebration,2
4046,celebrations,2
4047,cell,26
4048,celle,1
4049,celles,2
4050,cellphone,4
4051,cellphones,1
4052,census,2
4053,cent,68
4054,cent.Increased,2
4055,cent.Raised,1
4056,center,2
4057,central,1
4058,centre,6
4059,centres,2
4060,cents,4
4061,cents/liter,5
4062,cents/litre,2
4063,century,2
4064,ceremony,1
4065,certain,4
4066,certainly,1
4067,certains,1
4068,certainty,1
4069,certificate,1
4070,certificates,1
4071,certification,1
4072,ces,1
4073,cette,2
4074,chain,1
4075,chair,1
4076,challah,2
4077,challenge,8
4078,challenged,3
4079,challenges,8
4080,challenging,9
4081,champion,1
4082,championed,1
4083,champions,1
4084,chance,17
4085,change,91
4086,change.,1
4087,changed,5
4088,changer,1
4089,changerait,1
4090,changes,15
4091,change…,1
4092,changing,5
4093,chaos,1
4094,chapters,1
4095,chaque,1
4096,character,3
4097,charge,4
4098,charges,10
4099,charging,2
4100,charitable,1
4101,charity,1
4102,cheap,1
4103,cheats,2
4104,check,1
4105,checked.,1
4106,chef,12
4107,chefs,4
4108,chemical,1
4109,chemical-dumping,1
4110,chemicals,1
4111,cheques,2
4112,chercher,2
4113,cherished,1
4114,chez,1
4115,chief,4
4116,child,74
4117,childcare,1
4118,childhood,1
4119,children,33
4120,children.,1
4121,chimed,1
4122,chip,1
4123,chipped,1
4124,chipping,1
4125,chips.,1
4126,choice,52
4127,choice.,1
4128,choices,21
4129,choices.,1
4130,choisi,1
4131,choose,34
4132,choose.,2
4133,chooses,1
4134,choosing,9
4135,chose,11
4136,chosen,8
4137,chronic,1
4138,church,1
4139,cible,1
4140,cimenterie,1
4141,cinq,4
4142,circuited,1
4143,circumvent,1
4144,cities,11
4145,cities.Right,1
4146,citing,1
4147,citizens,2
4148,city,10
4149,civically,1
4150,civil,4
4151,civilian,2
4152,claim,33
4153,claimed,6
4154,claiming,2
4155,claims,4
4156,clairement,1
4157,class,68
4158,classification,1
4159,clawed,1
4160,clawing,1
4161,clean,24
4162,cleaner,6
4163,cleanings,1
4164,cleantech,3
4165,cleanup,1
4166,clear,61
4167,clear.,1
4168,clearest,1
4169,clearly,10
4170,clients,1
4171,climate,151
4172,climate-related,1
4173,cling,2
4174,clinic,4
4175,clinics,1
4176,clock,1
4177,close,15
4178,closed,10
4179,closely,2
4180,closer,2
4181,closing,7
4182,closure,2
4183,co-authored,1
4184,co-chair,1
4185,co-chaired,1
4186,co-founded,1
4187,co-founder,1
4188,co-operate,1
4189,co-operation,1
4190,co-operative,1
4191,co-ops,1
4192,coal,2
4193,coalition,23
4194,coast,20
4195,coast-to-coast,2
4196,coast-to-coast-to-coast,1
4197,coast.,1
4198,coastal,4
4199,coastline,2
4200,coasts,4
4201,coasts.,1
4202,cocaine,1
4203,coexistence,1
4204,coffee,1
4205,coherent,2
4206,coin,1
4207,coincé,1
4208,cold,2
4209,coldest,1
4210,collaborate,1
4211,collaborated,1
4212,collaborative,1
4213,colleague,1
4214,collected,1
4215,collective,1
4216,college,2
4217,collusion,1
4218,color,1
4219,colourful,1
4220,combat,5
4221,combatif,1
4222,combating,1
4223,combination,1
4224,combine,1
4225,combined,4
4226,come,22
4227,come.,2
4228,comeback,1
4229,comedians,1
4230,comes,24
4231,comfort,1
4232,comfortable,4
4233,comfortably,1
4234,coming,8
4235,comme,6
4236,commemorates,1
4237,comment,3
4238,commentators,1
4239,comments,3
4240,commercialization,1
4241,commercials,1
4242,commission,3
4243,commissioned,1
4244,commissioner,2
4245,commissioner.,1
4246,commit,17
4247,commiting,1
4248,commitment,27
4249,commitments,11
4250,commits,11
4251,committed,43
4252,committee,4
4253,committees,2
4254,committing,4
4255,common,4
4256,common-sense,3
4257,commun,3
4258,communicate,2
4259,communication,1
4260,communications,2
4261,communist,1
4262,communities,102
4263,communities.,2
4264,community,61
4265,community-led,1
4266,community-supported,1
4267,community.,1
4268,community.Prioritize,1
4269,commute,7
4270,commuter,1
4271,commuters,3
4272,commutes,1
4273,commuting,1
4274,companies,49
4275,company,17
4276,comparable,2
4277,comparator,1
4278,compared,2
4279,comparison,1
4280,comparisons,1
4281,compassion,9
4282,compensate,1
4283,compensated,2
4284,compensation,8
4285,compete,1
4286,competition,10
4287,competitiveness,2
4288,complacent,1
4289,complained,1
4290,complaint,1
4291,complete,5
4292,completed,1
4293,completely,11
4294,complexities,1
4295,compliance,3
4296,complicated,1
4297,complicit,1
4298,compounding,2
4299,comprehensive,13
4300,compressions,6
4301,compromettrait,1
4302,comptent,1
4303,conceal,1
4304,concern,5
4305,concerned,2
4306,concerning,1
4307,concerns,12
4308,concert,1
4309,concessions,3
4310,concise,1
4311,conclude,1
4312,concluded,5
4313,concret,1
4314,concrete,21
4315,condemn,1
4316,condemned,2
4317,condemning,1
4318,condescension,1
4319,condition,1
4320,conditions,7
4321,condolences,2
4322,condominiums,2
4323,condos,1
4324,conducted,1
4325,conference,3
4326,confidence,19
4327,confident,2
4328,confidentiality,2
4329,confirmation,1
4330,confirmed,10
4331,confirming,1
4332,confirms,1
4333,conflict,10
4334,conflicted,1
4335,confortable,1
4336,confront,8
4337,confronted,2
4338,confronting,4
4339,confusion,1
4340,congestion,4
4341,conjointement,1
4342,conjunction,1
4343,connect,5
4344,connected,2
4345,connection,2
4346,connections,2
4347,conscience,1
4348,consensus,4
4349,consent,2
4350,consequence,1
4351,consequences,7
4352,conservateur,9
4353,conservateurs,3
4354,conservation,7
4355,conservatism,1
4356,conservative,2
4357,conservatives,1
4358,conserve,3
4359,conserver,1
4360,consider,6
4361,considerable,1
4362,consistent,1
4363,consistently,3
4364,constant,3
4365,constituents,1
4366,constitution,1
4367,constitutional,1
4368,constraints,1
4369,construction,6
4370,consult,2
4371,consultant,1
4372,consultation,3
4373,consultations,3
4374,consulting,1
4375,consumer,2
4376,consumers,2
4377,contact,2
4378,contained,1
4379,contains,3
4380,contamination,2
4381,content,11
4382,contenues,1
4383,context,1
4384,continue,58
4385,continued,6
4386,continuer,1
4387,continues,13
4388,continuing,7
4389,continuously,1
4390,contraception,2
4391,contraceptives,1
4392,contract,6
4393,contracts,7
4394,contrast,2
4395,contribute,4
4396,contributed,2
4397,contributes,3
4398,contribution,3
4399,contributions,12
4400,contributor,1
4401,control,19
4402,controls,1
4403,controversial,3
4404,controversy,1
4405,convaincant,1
